Year,Prosper Rating (Letter),Estimated Return
2011,C,0.1124
2012,C,0.1083
2012,E,0.1567
2012,A,0.0517
2012,D,0.115
2012,B,0.1074
2013,A,0.05879
2013,C,0.0999
2013,B,0.0868
2012,A,0.0861
2012,D,0.0584
2013,C,0.08926
2013,C,0.0912
2013,C,0.08027
2011,B,0.1074
2013,E,0.10102
2011,E,0.1557
2013,E,0.10423
2013,E,0.10256
2013,D,0.116
2013,B,0.08215
2013,B,0.074
2011,D,0.1232
2013,B,0.07463
2013,C,0.08529
2011,B,0.0584
2012,B,0.1389
2012,AA,0.0756
2011,D,0.1357
2013,A,0.06
2012,C,0.0987
2013,D,0.09066
2013,D,0.123
2012,HR,0.1246
2013,C,0.1152
2013,A,0.0706
2013,C,0.0975
2013,B,0.0861
2013,B,0.07344
2013,A,0.0666
2013,AA,0.0466
2010,AA,0.068
2011,AA,0.0699
2012,D,0.1511
2012,A,0.0861
2013,C,0.1152
2011,D,0.136
2011,D,0.1317
2011,D,0.1473
2013,B,0.0861
2011,D,0.1414
2013,A,0.06026
2012,HR,0.1246
2012,C,0.1428
2012,D,0.131
2011,HR,0.1267
2011,E,0.1561
2013,E,0.1122
2011,E,0.1487
2013,B,0.102
2013,B,0.08154
2013,C,0.08627
2011,B,0.1074
2013,E,0.10307
2011,E,0.1561
2012,B,0.1385
2013,D,0.1065
2012,HR,0.1246
2013,B,0.08268
2012,C,0.142
2013,C,0.0965
2013,E,0.1107
2013,B,0.102
2013,D,0.09609
2013,D,0.0837
2010,HR,0.0799
2012,C,0.1083
2012,AA,0.055
2013,B,0.0778
2011,E,0.1152
2013,C,0.08529
2013,E,0.10941
2012,C,0.1075
2013,C,0.08724
2013,B,0.07192
2013,E,0.10256
2013,E,0.10544
2012,E,0.1588
2012,E,0.1567
2013,E,0.10423
2012,B,0.0761
2013,D,0.0927
2012,B,0.0731
2013,E,0.10941
2013,B,0.0858
2011,D,0.1317
2010,D,0.156
2010,D,0.1504
2011,A,0.0905
2012,B,0.1295
2012,C,0.1014
2013,A,0.0706
2012,HR,0.1221
2012,HR,0.1246
2013,A,0.095
2013,C,0.1115
2011,HR,0.1148
2011,D,0.1357
2013,B,0.0878
2010,B,0.0772
2012,A,0.0328
2009,D,0.12
2011,D,0.134
2012,C,0.111
2012,AA,0.0549
2013,HR,0.11348
2013,E,0.10423
2013,A,0.06153
2013,A,0.06388
2013,B,0.07192
2013,B,0.1214
2013,B,0.0858
2013,AA,0.05047
2009,C,0.2127
2012,D,0.1318
2011,E,0.1561
2013,B,0.08004
2012,HR,0.1124
2012,B,0.0541
2011,D,0.1317
2013,D,0.0927
2012,A,0.0836
2013,HR,0.1185
2012,A,0.0796
2013,C,0.08473
2012,E,0.1587
2013,B,0.0818
2013,E,0.1093
2013,C,0.08279
2012,D,0.1202
2012,C,0.1422
2011,D,0.1243
2010,E,0.1776
2011,D,0.1473
2013,D,0.0927
2012,A,0.0623
2011,B,0.078
2012,C,0.1003
2010,A,0.0608
2013,E,0.1244
2012,B,0.112
2013,B,0.0878
2012,A,0.0567
2013,A,0.0691
2011,E,0.1561
2013,E,0.10256
2012,D,0.1458
2011,HR,0.1148
2013,AA,0.04806
2010,A,0.0608
2010,D,0.1504
2012,D,0.1487
2011,AA,0.0814
2012,C,0.1422
2011,B,0.09
2013,D,0.1065
2011,B,0.1009
2013,C,0.0975
2011,C,0.0953
2011,HR,0.0887
2013,C,0.1003
2013,B,0.0697
2013,HR,0.11348
2013,D,0.09167
2013,C,0.0984
2013,B,0.0868
2011,C,0.0953
2010,HR,0.1369
2013,B,0.07408
2013,HR,0.1185
2011,B,0.0878
2012,D,0.115
2011,C,0.1147
2013,AA,0.0552
2012,C,0.0984
2012,AA,0.0544
2012,C,0.1281
2013,D,0.1012
2011,A,0.0965
2013,HR,0.1185
2012,HR,0.1221
2012,B,0.0466
2013,A,0.0728
2010,AA,0.0545
2011,E,0.0982
2010,B,0.0772
2012,A,0.101
2012,C,0.1422
2013,C,0.08627
2013,B,0.0963
2013,B,0.0888
2010,E,0.146
2013,AA,0.0426
2013,E,0.1107
2012,D,0.1458
2011,D,0.1357
2013,C,0.08724
2013,B,0.0876
2013,AA,0.05047
2010,D,0.1698
2011,D,0.1243
2012,HR,0.1246
2010,E,0.1202
2012,B,0.0953
2011,D,0.1357
2012,D,0.1511
2013,D,0.116
2013,AA,0.051
2012,HR,0.1271
2011,E,0.1487
2013,D,0.1235
2010,D,0.1504
2011,B,0.0682
2011,C,0.144
2013,D,0.1065
2011,HR,0.0887
2011,A,0.0905
2012,E,0.1257
2013,B,0.0861
2013,C,0.07824
2013,C,0.0955
2013,B,0.07689
2012,A,0.06
2011,E,0.14
2013,AA,0.051
2012,D,0.115
2013,D,0.09167
2013,C,0.08223
2013,B,0.0789
2012,D,0.1079
2012,C,0.1014
2013,AA,0.04529
2010,A,0.0608
2012,HR,0.1221
2012,B,0.0926
2009,A,0.0688
2011,HR,0.1267
2013,E,0.1242
2013,A,0.0657
2011,C,0.0793
2012,E,0.068
2011,D,0.1454
2013,B,0.08215
2013,C,0.08872
2011,E,0.1487
2013,D,0.123
2012,C,0.1014
2013,A,0.0578
2010,E,0.1776
2012,B,0.1272
2012,HR,0.1246
2012,E,0.1363
2012,C,0.1083
2012,D,0.1295
2010,D,0.1049
2012,A,0.0718
2013,E,0.1107
2011,D,0.1609
2010,HR,0.1299
2013,A,0.07487
2011,A,0.0627
2013,HR,0.1185
2010,B,0.0722
2013,C,0.0955
2013,C,0.0922
2011,E,0.1561
2010,AA,0.055
2012,D,0.1303
2013,E,0.10941
2012,C,0.1442
2011,E,0.1201
2013,HR,0.1185
2013,B,0.08154
2013,A,0.0997
2012,B,0.0888
2013,C,0.08724
2012,HR,0.1246
2013,C,0.08872
2013,AA,0.0498
2013,B,0.0876
2012,C,0.1014
2013,A,0.05879
2012,E,0.1587
2013,C,0.08627
2013,A,0.0727
2011,A,0.0965
2013,B,0.0943
2013,D,0.1051
2013,B,0.07689
2013,B,0.0876
2013,B,0.0803
2012,HR,0.1246
2012,HR,0.1246
2011,B,0.1074
2011,HR,0.1267
2013,B,0.1001
2013,B,0.08154
2013,HR,0.10663
2012,A,0.041
2013,D,0.1025
2011,A,0.0905
2013,B,0.0789
2012,B,0.112
2011,D,0.1414
2013,E,0.1122
2011,E,0.1201
2013,B,0.0803
2009,B,0.0876
2013,A,0.0727
2011,A,0.0657
2013,D,0.1173
2013,E,0.10544
2013,C,0.0898
2012,HR,0.12
2013,C,0.08872
2013,D,0.1065
2013,C,0.08529
2013,B,0.0789
2012,A,0.1115
2013,D,0.0837
2012,D,0.1144
2013,C,0.1124
2010,AA,0.068
2013,D,0.1065
2013,E,0.10941
2013,A,0.0578
2009,A,0.0694
2013,E,0.10102
2012,B,0.1385
2013,A,0.06
2013,C,0.0984
2010,C,0.1304
2012,HR,0.1246
2012,AA,0.0565
2011,D,0.1317
2013,A,0.0728
2012,B,0.0953
2012,B,0.1272
2013,A,0.0782
2013,C,0.0941
2010,D,0.1628
2013,E,0.10423
2012,HR,0.1246
2013,E,0.1122
2013,C,0.08926
2013,C,0.1133
2013,A,0.06663
2013,C,0.08227
2013,D,0.1186
2013,C,0.08976
2011,HR,0.1148
2013,C,0.08724
2013,A,0.0712
2013,C,0.08724
2013,HR,0.10663
2009,A,0.0827
2013,B,0.0876
2009,A,0.0772
2013,E,0.10102
2011,HR,0.1267
2013,A,0.07487
2010,HR,0.0526
2011,A,0.0627
2013,A,0.06968
2012,E,0.1257
2013,E,0.10307
2012,B,0.1074
2011,HR,0.12
2012,C,0.1014
2011,E,0.1487
2013,B,0.07408
2011,AA,0.04
2012,C,0.111
2011,D,0.1414
2013,A,0.06081
2013,C,0.07923
2013,E,0.1122
2011,E,0.1537
2011,D,0.1414
2012,E,0.1587
2013,A,0.0727
2009,A,0.0727
2013,D,0.0927
2010,D,0.156
2009,C,0.0719
2013,B,0.07408
2013,C,0.0955
2013,E,0.1237
2012,D,0.1104
2012,A,0.0623
2011,D,0.1755
2012,A,0.0911
2012,B,0.0906
2012,B,0.0561
2012,D,0.1281
2012,A,0.0662
2012,D,0.1132
2011,E,0.1152
2013,E,0.09737
2013,C,0.08926
2013,B,0.0818
2011,HR,0.1087
2012,D,0.1039
2013,A,0.06388
2012,HR,0.1246
2012,HR,0.1246
2012,D,0.1241
2011,HR,0.0887
2010,A,0.0608
2013,C,0.0999
2013,A,0.0749
2012,A,0.0961
2013,B,0.08321
2011,D,0.1068
2013,B,0.0878
2012,B,0.115
2013,C,0.08022
2012,E,0.1257
2013,AA,0.0498
2012,C,0.1442
2012,B,0.119
2012,B,0.1203
2013,D,0.1173
2013,E,0.0624
2013,D,0.08919
2013,D,0.1051
2013,B,0.0697
2013,A,0.0645
2013,B,0.08209
2011,A,0.0766
2012,HR,0.1246
2012,E,0.1257
2012,B,0.0761
2010,E,0.1297
2013,HR,0.1185
2013,HR,0.1185
2012,B,0.1214
2013,B,0.1214
2013,E,0.10748
2012,D,0.1144
2012,E,0.1567
2012,C,0.1437
2012,C,0.1442
2011,D,0.1317
2013,C,0.1124
2009,E,0.044
2013,B,0.102
2010,HR,0.1369
2012,HR,0.1124
2013,C,0.1053
2013,E,0.125
2013,C,0.0955
2012,E,0.1547
2011,E,0.143
2013,B,0.0506
2011,A,0.0666
2013,AA,0.0498
2013,A,0.0631
2010,C,0.0524
2010,C,0.0082
2011,E,0.1439
2010,E,0.1638
2013,A,0.06026
2012,D,0.1511
2013,A,0.0691
2011,B,0.1009
2012,B,0.115
2013,D,0.09066
2013,A,0.0728
2012,B,0.112
2013,A,0.06968
2013,B,0.07689
2012,D,0.1241
2012,HR,0.1246
2013,E,0.10102
2011,B,0.1074
2012,B,0.0926
2013,A,0.0782
2009,A,0.0717
2012,D,0.1145
2012,B,0.1074
2012,HR,0.1124
2013,B,0.07077
2012,B,0.1141
2011,A,0.0666
2012,HR,0.1221
2012,HR,0.1124
2012,HR,0.1246
2013,C,0.08724
2013,B,0.08215
2013,D,0.1079
2012,C,0.1422
2013,AA,0.0547
2012,D,0.1511
2012,A,0.0836
2013,E,0.10102
2009,D,0.1955
2013,D,0.0837
2011,B,0.1074
2013,B,0.0963
2013,D,0.09066
2013,A,0.0691
2009,A,0.0628
2012,C,0.1442
2012,C,0.1062
2010,HR,0.0699
2013,C,0.0999
2013,A,0.0657
2013,HR,0.10431
2010,D,0.1698
2012,D,0.1458
2013,D,0.099
2013,C,0.08724
2012,B,0.119
2013,C,0.1152
2013,B,0.074
2012,AA,0.0449
2011,D,0.127
2012,C,0.142
2013,AA,0.0779
2013,C,0.0912
2012,B,0.1195
2013,A,0.0691
2012,E,0.1568
2012,AA,0.0933
2013,B,0.08154
2013,B,0.102
2012,A,0.0623
2013,C,0.08926
2013,A,0.07487
2013,B,0.1001
2013,A,0.0578
2013,C,0.08922
2011,A,0.0666
2012,AA,0.0449
2012,E,0.1352
2009,AA,0.0799
2012,C,0.0912
2013,A,0.0782
2013,B,0.0858
2011,E,0.1561
2013,A,0.06663
2013,E,0.1122
2013,A,0.0691
2012,A,0.0718
2012,HR,0.1246
2013,A,0.0603
2013,D,0.09512
2010,C,0.1108
2013,C,0.08473
2013,B,0.0876
2013,D,0.0927
2010,B,0.0764
2013,C,0.08421
2011,HR,0.1087
2013,D,0.1173
2012,B,0.1385
2013,C,0.1101
2012,E,0.1239
2011,C,0.1124
2012,D,0.1132
2013,B,0.08321
2013,C,0.0975
2013,C,0.08627
2012,HR,0.1246
2012,D,0.1144
2009,C,0.1011
2013,C,0.08279
2012,AA,0.076
2012,A,0.1194
2013,D,0.1079
2013,C,0.0984
2013,A,0.0706
2013,E,0.1137
2013,D,0.123
2013,C,0.08926
2012,D,0.115
2011,E,0.1561
2012,A,0.0796
2013,C,0.0955
2013,C,0.08284
2013,AA,0.04554
2012,C,0.1479
2013,C,0.08227
2009,D,0.1472
2012,C,0.1083
2013,C,0.08227
2009,AA,0.052
2013,B,0.0905
2013,D,0.1079
2013,E,0.1237
2013,B,0.0963
2012,D,0.1012
2010,A,0.0608
2013,D,0.1303
2013,E,0.09858
2011,A,0.0771
2011,D,0.1454
2013,B,0.074
2012,E,0.1587
2013,C,0.08976
2013,E,0.10256
2011,E,0.1487
2013,AA,0.04261
2010,A,0.0608
2011,B,0.0942
2010,D,0.1434
2012,HR,0.1246
2012,B,0.142
2013,B,0.0778
2009,A,0.0727
2011,D,0.128
2013,D,0.1288
2013,C,0.08529
2009,A,0.0688
2012,B,0.1389
2013,C,0.1004
2012,C,0.1442
2013,B,0.07689
2009,A,0.0787
2011,D,0.1414
2011,D,0.1414
2012,C,0.1442
2013,E,0.1137
2011,E,0.1487
2013,D,0.1235
2013,E,0.09737
2013,E,0.1107
2012,C,0.1281
2011,E,0.1487
2013,C,0.08627
2013,C,0.08872
2013,D,0.116
2009,B,0.0777
2013,E,0.1107
2012,B,0.0561
2011,HR,0.1267
2012,AA,0.0565
2013,C,0.1101
2013,C,0.08473
2012,C,0.1422
2011,D,0.128
2012,C,0.111
2012,HR,0.1246
2011,D,0.1414
2013,A,0.0712
2013,AA,0.05298
2013,C,0.07713
2013,D,0.08821
2013,A,0.0782
2012,E,0.1257
2013,C,0.08284
2011,E,0.1487
2011,E,0.1487
2010,D,0.2022
2013,C,0.07713
2011,E,0.1487
2012,B,0.1074
2013,C,0.08728
2013,B,0.08004
2013,E,0.1244
2012,B,0.128
2013,C,0.1133
2013,E,0.1137
2013,C,0.08728
2012,B,0.1214
2013,D,0.1065
2011,B,0.0584
2013,A,0.07078
2010,A,0.0642
2009,E,0.1843
2013,A,0.06706
2010,B,0.0862
2012,E,0.1587
2011,HR,0.12
2011,B,0.1074
2011,B,0.1467
2013,C,0.08872
2012,D,0.1012
2013,D,0.0927
2011,E,0.143
2012,E,0.1276
2013,C,0.0984
2012,HR,0.1246
2013,D,0.0927
2013,E,0.1107
2010,AA,0.0495
2013,C,0.0999
2010,A,0.0608
2011,D,0.1232
2011,HR,0.1246
2012,D,0.1523
2012,A,0.0657
2012,A,0.0906
2012,AA,0.0933
2013,A,0.07284
2012,HR,0.1271
2012,B,0.1074
2012,E,0.1371
2012,B,0.0888
2011,D,0.1317
2013,D,0.09066
2012,HR,0.1246
2013,A,0.0749
2013,B,0.07408
2011,D,0.1357
2011,D,0.1357
2012,AA,0.0933
2013,B,0.08321
2012,HR,0.1271
2013,C,0.0941
2013,E,0.10941
2012,B,0.1389
2012,D,0.1511
2012,D,0.1123
2013,C,0.0922
2013,A,0.0666
2013,D,0.1051
2013,B,0.1001
2012,D,0.1145
2012,C,0.1422
2013,C,0.0965
2013,C,0.1124
2013,D,0.1235
2012,D,0.1511
2013,C,0.1133
2012,A,0.0657
2012,A,0.0842
2013,D,0.1065
2013,E,0.1137
2013,A,0.0631
2010,C,0.1181
2012,B,0.0731
2012,C,0.0922
2011,B,0.104
2012,HR,0.1246
2013,D,0.09167
2010,HR,0.1369
2012,D,0.1104
2013,B,0.08268
2013,A,0.0782
2013,C,0.08529
2011,B,0.0942
2013,E,0.1237
2011,D,0.1278
2011,A,0.0666
2012,A,0.06
2012,B,0.1385
2009,C,0.1419
2009,A,0.0931
2013,C,0.1133
2013,B,0.0789
2012,D,0.1241
2013,E,0.1107
2013,A,0.06
2013,C,0.0999
2013,AA,0.0466
2013,C,0.08529
2013,C,0.125
2012,HR,0.1246
2012,B,0.0843
2013,B,0.0778
2013,E,0.10423
2013,E,0.10748
2013,C,0.0975
2013,B,0.07408
2012,C,0.0987
2012,B,0.0906
2013,C,0.0898
2013,C,0.08724
2012,D,0.1295
2010,D,0.1504
2013,C,0.08529
2013,B,0.08268
2012,E,0.1547
2012,AA,0.0776
2010,HR,0.1369
2012,D,0.1487
2012,C,0.111
2012,D,0.1145
2009,AA,0.0974
2011,E,0.1561
2013,AA,0.04261
2013,C,0.1004
2012,HR,0.1246
2013,D,0.1025
2012,B,0.0761
2012,B,0.0761
2012,E,0.1256
2011,HR,0.1148
2013,D,0.1186
2013,B,0.0861
2011,E,0.1352
2013,B,0.08154
2012,C,0.0955
2013,C,0.1053
2012,D,0.1123
2012,A,0.0836
2012,B,0.1385
2013,AA,0.04929
2011,AA,0.0245
2010,B,0.0796
2010,HR,0.1369
2013,B,0.0868
2013,D,0.1012
2012,A,0.095
2013,A,0.07487
2011,A,0.0642
2012,HR,0.1246
2013,C,0.08926
2013,C,0.1004
2013,HR,0.1185
2012,B,0.1385
2009,B,0.0881
2011,HR,0.1148
2013,B,0.07344
2013,D,0.0837
2012,B,0.0803
2012,D,0.115
2013,C,0.08627
2011,HR,0.12
2012,E,0.1276
2012,HR,0.1246
2012,D,0.1523
2013,C,0.08922
2011,B,0.0682
2013,E,0.10544
2010,HR,0.0798
2012,B,0.0953
2012,HR,0.1246
2012,E,0.1567
2012,E,0.1371
2009,D,0.1482
2013,C,0.08284
2013,HR,0.10431
2013,D,0.0927
2011,A,0.0657
2012,A,0.1222
2012,A,0.1194
2013,A,0.06462
2013,D,0.1065
2013,B,0.08215
2012,HR,0.1246
2012,B,0.128
2013,D,0.099
2012,AA,0.0565
2013,C,0.1115
2013,D,0.08821
2013,B,0.1001
2013,B,0.119
2013,E,0.1327
2013,B,0.0943
2013,C,0.08922
2011,HR,0.0887
2013,C,0.0955
2011,B,0.0914
2010,B,0.0796
2013,C,0.0984
2011,E,0.1487
2012,HR,0.1246
2013,E,0.10256
2013,B,0.0905
2013,C,0.08728
2013,B,0.08321
2010,C,0.1153
2013,AA,0.04261
2013,B,0.08321
2012,D,0.1487
2010,E,0.1557
2013,A,0.06462
2010,HR,0.1118
2013,A,0.06706
2013,D,0.1065
2012,HR,0.1246
2011,A,0.0965
2011,A,0.0671
2010,D,0.156
2012,C,0.1281
2013,B,0.08154
2013,E,0.10941
2013,C,0.1133
2009,C,0.1303
2012,AA,0.0782
2012,C,0.0987
2011,D,0.1327
2009,C,0.1211
2012,E,0.1257
2013,D,0.1065
2012,HR,0.1246
2011,E,0.1487
2013,C,0.08724
2013,B,0.051
2013,C,0.08529
2012,B,0.09
2011,D,0.1068
2011,A,0.0468
2013,C,0.1124
2013,B,0.0836
2012,C,0.1014
2013,C,0.08922
2012,D,0.1145
2013,B,0.08004
2011,D,0.1317
2009,AA,0.0849
2013,C,0.08279
2011,A,0.0671
2013,AA,0.0498
2012,C,0.1029
2012,E,0.1582
2012,HR,0.1174
2011,B,0.0488
2012,A,0.0597
2013,E,0.1137
2012,B,0.1127
2012,HR,0.1246
2013,A,0.07284
2013,E,0.1242
2013,B,0.07408
2012,D,0.1079
2013,D,0.1039
2009,D,0.1477
2012,D,0.1295
2013,C,0.0975
2013,C,0.0984
2010,HR,0.0799
2013,A,0.06
2009,AA,0.0534
2013,A,0.06499
2012,A,0.0992
2013,D,0.099
2013,C,0.08872
2013,D,0.09512
2013,C,0.07713
2012,B,0.0814
2012,C,0.0922
2013,A,0.06663
2012,B,0.0888
2009,B,0.0871
2013,D,0.0603
2012,D,0.1458
2011,D,0.1414
2010,AA,0.054
2012,C,0.1422
2013,C,0.08976
2013,A,0.0782
2013,D,0.09512
2009,A,0.0825
2011,D,0.1649
2011,D,0.1414
2013,C,0.0975
2011,E,0.1487
2013,D,0.0837
2011,E,0.14
2011,D,0.1243
2011,A,0.0666
2013,A,0.0728
2013,E,0.10307
2012,AA,0.0762
2011,D,0.1317
2012,HR,0.1246
2013,B,0.07463
2012,D,0.1495
2012,C,0.1083
2011,D,0.1698
2012,E,0.1239
2013,A,0.0691
2012,D,0.1512
2013,A,0.0728
2012,HR,0.1221
2012,C,0.1422
2011,E,0.1561
2012,D,0.115
2009,C,0.027
2012,C,0.0984
2013,D,0.1199
2012,C,0.1103
2013,C,0.08872
2011,D,0.1414
2012,A,0.0842
2013,C,0.0984
2010,HR,-0.047
2013,C,0.1101
2011,AA,0.0604
2013,D,0.1199
2010,D,0.1463
2012,HR,0.1246
2010,D,0.1504
2010,A,0.0662
2011,D,0.1755
2012,A,0.0687
2013,D,0.09609
2013,A,0.0691
2011,B,0.09
2011,C,0.0936
2013,E,0.10256
2012,HR,0.1271
2012,B,0.1074
2012,C,0.111
2013,AA,0.04656
2011,E,0.1561
2012,C,0.142
2011,C,0.144
2011,D,0.1534
2011,E,0.1487
2013,E,0.10423
2013,D,0.099
2013,C,0.0975
2009,B,0.1405
2013,B,0.0876
2013,D,0.1012
2011,C,0.1147
2013,C,0.08529
2013,A,0.06081
2011,E,0.1439
2012,C,0.1062
2010,D,0.1463
2012,B,0.1385
2012,B,0.0731
2011,E,0.1347
2013,C,0.0941
2011,E,0.14
2013,D,0.09066
2010,A,0.0642
2013,C,0.08976
2013,B,0.07689
2013,D,0.099
2013,C,0.0898
2011,E,0.143
2011,D,0.1068
2013,A,0.05879
2013,B,0.0838
2013,D,0.123
2012,A,0.1115
2013,D,0.08578
2013,D,0.1012
2013,B,0.0861
2011,AA,0.037
2013,B,0.0861
2012,D,0.1511
2011,D,0.1317
2012,A,0.0687
2013,A,0.06462
2011,D,0.1414
2013,D,0.1039
2011,A,0.0503
2010,E,0.1761
2012,D,0.1144
2012,B,0.1295
2011,E,0.1487
2011,D,0.1414
2011,D,0.1317
2011,E,0.1487
2013,E,0.1242
2013,AA,0.05047
2012,D,0.1495
2012,E,0.1276
2012,AA,0.055
2011,D,0.1243
2012,A,0.1115
2012,C,0.111
2013,D,0.0927
2013,C,0.08724
2013,B,0.0836
2013,C,0.08872
2013,B,0.0876
2013,AA,0.0532
2012,A,0.0597
2013,A,0.0624
2010,E,0.1762
2013,D,0.09512
2010,D,0.1463
2013,C,0.0965
2013,C,0.07819
2013,A,0.06462
2012,C,0.0922
2011,HR,0.1267
2013,A,0.0691
2011,AA,0.0504
2012,HR,0.1271
2013,B,0.0876
2009,A,0.1831
2012,C,0.1014
2012,B,0.1389
2012,B,0.112
2012,B,0.1127
2013,C,0.1053
2012,A,0.0911
2011,D,0.1414
2011,B,0.1025
2012,B,0.0731
2010,A,0.0608
2011,E,0.1487
2012,B,0.1295
2012,A,0.1082
2011,E,0.1561
2012,C,0.1492
2013,A,0.06968
2011,E,0.1587
2012,E,0.1137
2013,C,0.0898
2011,D,0.1068
2013,C,0.0912
2013,A,0.07487
2013,D,0.1235
2011,D,0.1357
2012,HR,0.1124
2010,D,0.1434
2011,C,0.0936
2010,B,0.0764
2013,C,0.08284
2013,A,0.06499
2013,B,0.0963
2013,A,0.0748
2012,A,0.1158
2012,B,0.112
2012,D,0.1278
2013,E,0.09858
2013,E,0.1107
2013,C,0.1147
2013,E,0.10941
2010,D,0.1142
2011,D,0.1414
2011,E,0.1561
2012,A,0.0597
2013,A,0.0603
2013,B,0.0789
2013,D,0.099
2013,B,0.07077
2012,A,0.0597
2012,C,0.1442
2013,B,0.0818
2013,HR,0.11116
2013,A,0.06462
2013,B,0.07408
2013,C,0.08473
2010,A,0.0608
2011,A,0.0701
2013,C,0.1004
2013,E,0.1093
2013,C,0.1101
2011,E,0.1439
2011,D,0.1414
2013,C,0.0999
2010,E,0.1761
2013,C,0.08284
2013,HR,0.1185
2011,A,0.0666
2012,A,0.0657
2010,E,0.1761
2010,D,0.2259
2013,E,0.10544
2013,D,0.1079
2013,B,0.0905
2011,D,0.1454
2011,D,0.1068
2012,HR,0.1246
2012,C,0.1492
2013,C,0.08027
2011,D,0.122
2012,D,0.1506
2010,D,0.1531
2012,D,0.1144
2013,D,0.08919
2013,A,0.06153
2013,D,0.08919
2012,C,0.1014
2013,B,0.0778
2012,E,0.1168
2013,C,0.08022
2013,C,0.1091
2011,D,0.1317
2013,A,0.07284
2011,HR,0.1267
2011,D,0.1534
2011,A,0.0766
2012,C,0.1422
2013,C,0.08421
2013,E,0.1241
2013,B,0.0868
2011,D,0.1163
2012,D,0.1281
2013,A,0.0578
2012,A,0.0597
2013,D,0.1079
2012,B,0.0486
2013,C,0.08724
2012,HR,0.1246
2013,D,0.1199
2012,HR,0.1246
2012,A,0.06
2012,C,0.1442
2010,A,0.0623
2013,C,0.1152
2013,C,0.08473
2010,B,0.0796
2011,HR,0.1087
2013,AA,0.05298
2010,A,0.0708
2012,C,0.1033
2010,E,0.1761
2013,E,0.10748
2011,E,0.1561
2013,C,0.0912
2011,D,0.1068
2013,A,0.07078
2009,HR,0.1259
2010,E,0.1557
2013,C,0.1101
2013,B,0.0963
2013,A,0.07487
2010,AA,0.0829
2011,D,0.1317
2012,D,0.1123
2011,D,0.1454
2013,A,0.0657
2013,A,0.0728
2012,D,0.1511
2012,B,0.0953
2009,AA,0.0695
2010,B,0.0796
2013,C,0.1152
2013,A,0.0712
2013,B,0.08215
2012,B,0.1295
2010,HR,0.1369
2013,HR,0.11116
2013,B,0.1001
2013,A,0.06026
2013,A,0.07284
2010,D,0.1463
2013,A,0.0748
2013,B,0.08215
2012,C,0.0987
2013,A,0.0727
2012,D,0.1065
2012,D,0.1104
2013,D,0.123
2013,C,0.0898
2013,E,0.10941
2013,B,0.0818
2012,HR,0.1174
2011,D,0.1317
2012,D,0.1144
2013,B,0.1001
2013,D,0.1012
2010,D,0.1264
2012,HR,0.1174
2013,B,0.0905
2013,D,0.1039
2013,B,0.0858
2011,B,0.0451
2012,A,0.0517
2013,E,0.1122
2012,D,0.1241
2012,E,0.1371
2013,C,0.1101
2013,C,0.1152
2013,A,0.0749
2011,B,0.1173
2013,C,0.0965
2013,D,0.1039
2011,AA,0.037
2013,C,0.08284
2013,A,0.06499
2012,D,0.115
2011,A,0.0587
2011,D,0.1317
2012,C,0.1246
2011,E,0.1561
2011,D,0.128
2013,E,0.1107
2013,D,0.09167
2013,E,0.10423
2013,A,0.0727
2013,AA,0.053
2009,A,0.1082
2010,B,0.0724
2012,HR,0.12
2012,A,0.0687
2013,A,0.0749
2012,B,0.051
2013,C,0.08529
2013,D,0.1186
2013,B,0.0858
2013,A,0.0712
2012,HR,0.1271
2013,B,0.1214
2012,A,0.0394
2012,C,0.111
2013,C,0.0912
2011,D,0.1357
2013,D,0.1051
2011,E,0.1561
2011,HR,0.1018
2013,B,0.08154
2012,A,0.0961
2012,C,0.1014
2013,B,0.07344
2012,A,0.0662
2013,C,0.1124
2013,C,0.0912
2011,E,0.1487
2013,A,0.0691
2012,D,0.1166
2012,D,0.1144
2013,C,0.1133
2011,B,0.104
2012,A,0.0662
2012,C,0.1479
2013,B,0.07689
2013,E,0.1122
2012,E,0.0682
2011,E,0.1561
2012,E,0.1567
2012,HR,0.1221
2012,A,0.0567
2013,C,0.08529
2013,A,0.0748
2013,B,0.0888
2012,D,0.1232
2009,C,0.203
2013,C,0.1115
2012,B,0.1074
2010,C,0.1196
2010,D,0.1504
2012,C,0.1014
2013,AA,0.05298
2010,D,0.1434
2012,D,0.1458
2011,C,0.1147
2013,C,0.08027
2010,E,0.1761
2013,AA,0.04806
2012,D,0.1494
2013,D,0.1173
2013,D,0.08821
2012,C,0.0424
2013,B,0.0868
2012,A,0.0687
2012,HR,0.1246
2010,C,0.1599
2013,E,0.10256
2012,HR,0.1271
2013,AA,0.0552
2013,C,0.08627
2013,A,0.0657
2012,AA,0.0399
2012,C,0.1492
2010,AA,0.0595
2012,HR,0.1246
2013,D,0.1173
2012,HR,0.1246
2009,D,0.1924
2012,AA,0.0782
2013,C,0.0975
2011,B,0.0724
2012,C,0.1408
2009,E,0.1462
2012,E,0.1363
2013,A,0.06706
2011,D,0.1243
2010,HR,-0.0836
2010,B,0.0796
2013,C,0.08227
2011,A,0.0403
2013,C,0.07766
2013,E,0.09737
2013,C,0.08627
2011,B,0.0973
2013,D,0.123
2011,B,0.0973
2013,D,0.09609
2012,HR,0.1246
2012,B,0.0924
2010,A,0.0544
2009,E,0.1843
2013,A,0.0749
2012,B,0.1389
2011,D,0.122
2012,A,0.06
